Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Has_Cabin,Embarked_Q,Embarked_S
1,3,1,2.1275141189631412,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,0
1,1,0,0.6090316456277224,-0.43522201341486766,-0.4528707057245966,1.3072067774776175,0,0,1
0,2,1,1.5373636923199494,1.2225467167277053,-0.4528707057245966,0.9905936491347354,0,0,1
1,2,0,0.1874343871163679,2.880315446870278,-0.4528707057245966,-0.6018428332382026,1,0,1
0,2,1,-1.822735532270955,-0.43522201341486766,-0.4528707057245966,-1.184752157527966,1,0,1
1,3,0,0.48486346496958443,-0.43522201341486766,-0.4528707057245966,-1.181889277711038,0,0,0
0,2,1,-0.9447631677919952,-0.43522201341486766,-0.4528707057245966,0.09318907046415552,0,0,1
1,2,1,-0.7778124646036355,0.39366235165641883,-0.4528707057245966,-1.1984126245089877,1,0,1
0,3,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,-1.024787471177013,1,0,1
0,1,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,1.3594395702658608,0,0,1
0,3,1,-0.029856844339906922,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,1,0,1
0,3,1,2.256555022004125,0.39366235165641883,1.7819139452050277,-0.07534882525344866,0,0,0
0,3,1,0.2686810782105203,-0.43522201341486766,-0.4528707057245966,-0.2539080101221131,0,0,1
0,1,1,0.7104134125896707,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,1
0,3,1,-2.4537722061690914,-0.43522201341486766,-0.4528707057245966,0.26910142151317995,1,0,0
0,3,1,0.9659016496127997,0.39366235165641883,-0.4528707057245966,0.8326376221521729,1,0,1
1,3,0,0.4596596286128479,-0.43522201341486766,-0.4528707057245966,-0.09544659418835522,1,0,0
0,3,1,1.695525742310964,-0.43522201341486766,-0.4528707057245966,-0.7342567384166994,1,0,1
0,2,1,-0.24711757851231705,0.39366235165641883,-0.4528707057245966,-0.3921301217458395,0,0,1
1,1,0,-0.030380639963156163,0.39366235165641883,-0.4528707057245966,0.12372485525077116,0,0,1
1,3,0,-0.34310287708633014,-0.43522201341486766,0.6645216197402156,0.21294980599465455,0,0,1
1,3,0,-1.2156645774277925,0.39366235165641883,-0.4528707057245966,-0.38935461919180137,1,0,1
0,2,1,-0.8484158250087911,-0.43522201341486766,1.7819139452050277,1.2204316661370296,0,0,1
1,1,1,0.7417914380748877,-0.43522201341486766,-0.4528707057245966,2.1070176766302016,0,0,0
0,2,1,2.2126065014991894,-0.43522201341486766,0.6645216197402156,-0.11806153824991829,0,0,1
1,2,1,0.4780401496541498,-0.43522201341486766,-0.4528707057245966,-0.31311881409735676,1,0,0
0,3,1,-1.6854252962029332,-0.43522201341486766,-0.4528707057245966,-1.1079890873240679,0,0,0
0,3,1,0.5459562671816619,1.2225467167277053,1.7819139452050277,0.30902172062956157,0,0,1
0,3,1,1.568862598898068,-0.43522201341486766,-0.4528707057245966,1.313425625417031,0,0,0
0,3,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,-0.5674704246032858,0,0,1
1,1,0,-0.2410799184900405,-0.43522201341486766,-0.4528707057245966,0.8705234677011451,1,0,1
1,3,1,-0.038811531944869054,-0.43522201341486766,-0.4528707057245966,-0.8334215702543734,0,1,0
0,3,1,-1.1264056261548954,0.39366235165641883,-0.4528707057245966,-0.7853797521728976,1,0,1
0,3,0,0.8229978791275319,-0.43522201341486766,-0.4528707057245966,0.9208832575400506,1,0,1
1,3,1,-0.2233034968947454,-0.43522201341486766,-0.4528707057245966,-0.8137603451385438,0,0,1
0,3,0,0.5118558569857805,0.39366235165641883,-0.4528707057245966,-0.7161874794751708,0,0,1
0,3,1,-1.2659533552391582,-0.43522201341486766,-0.4528707057245966,-1.1960086301923962,0,1,0
0,2,1,-0.6538192302150186,-0.43522201341486766,-0.4528707057245966,0.43145867321053943,0,0,1
1,1,0,-0.5659163843471414,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,1
1,1,0,2.2902183772400666,6.195852907155425,-0.4528707057245966,-0.23228694483574425,0,0,1
0,3,1,-0.6023737541020894,0.39366235165641883,-0.4528707057245966,0.8352958251515982,0,0,1
0,2,1,0.24682483724550366,-0.43522201341486766,-0.4528707057245966,0.20558109302511185,0,0,1
1,3,1,1.2097156473718338,0.39366235165641883,-0.4528707057245966,-0.21302688206277384,0,0,1
1,3,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,-0.2101201915997584,0,0,1
1,2,0,-0.030380639963156163,-0.43522201341486766,0.6645216197402156,1.3844937145482665,0,1,0
0,2,1,-2.1339814416375193,-0.43522201341486766,-0.4528707057245966,-0.7274973552006412,0,0,1
1,3,0,1.658571061720462,-0.43522201341486766,-0.4528707057245966,-0.57784803323073,0,0,0
0,1,1,-0.8094254031605539,-0.43522201341486766,-0.4528707057245966,3.5272922532009727,1,0,0
0,2,1,-0.8262774829868215,1.2225467167277053,1.7819139452050277,-0.6157684199338088,0,0,0
1,3,0,2.0387809073525176,-0.43522201341486766,-0.4528707057245966,0.26931438479676206,0,0,1
1,3,0,-0.030380639963156163,-0.43522201341486766,0.6645216197402156,0.39885127570677265,1,0,1
0,3,0,1.584824146635149,-0.43522201341486766,-0.4528707057245966,-0.6286068613888733,0,0,0
1,3,0,1.3341350480781562,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,1
0,3,1,0.9999330036940206,-0.43522201341486766,1.7819139452050277,0.5157401690569742,0,0,1
0,3,1,-0.8085107673890147,-0.43522201341486766,6.251483247064277,0.5064150811246708,0,1,0
1,3,0,-1.1717009172608124,-0.43522201341486766,-0.4528707057245966,0.8874156714559871,1,0,1
1,3,0,-0.06338027291470713,-0.43522201341486766,-0.4528707057245966,0.021668237352573935,0,0,1
0,2,1,-0.2902747348144367,-0.43522201341486766,0.6645216197402156,1.5249472709013345,0,0,1
1,1,0,-0.6752691743001462,0.39366235165641883,-0.4528707057245966,3.3636399231604464,0,0,0
1,1,0,0.8884328300481432,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,1
0,2,1,1.2406116438755692,-0.43522201341486766,1.7819139452050277,0.9223348643788436,0,1,0
0,3,1,0.0614603120559504,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,0
0,3,0,1.9509396466811646,-0.43522201341486766,-0.4528707057245966,-0.1628416133259466,0,0,0
0,3,0,-0.030380639963156163,0.39366235165641883,0.6645216197402156,-0.05000219736840626,0,0,0
1,2,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,2.149377004048389,0,0,0
0,2,0,-0.224390782588653,0.39366235165641883,-0.4528707057245966,0.19237829869723955,1,0,1
1,2,0,0.7992369622355717,-0.43522201341486766,-0.4528707057245966,-0.8214338326441182,0,0,1
1,3,0,-1.4518848195905625,-0.43522201341486766,-0.4528707057245966,-0.9065241931938726,0,1,0
1,3,1,2.4631383032235186,1.2225467167277053,-0.4528707057245966,-1.0929473146073123,0,0,1
1,2,0,1.6020543774035427,-0.43522201341486766,2.89930627066984,0.08378529647202851,0,0,1
0,3,1,0.7329764167946737,-0.43522201341486766,-0.4528707057245966,-0.7291505156886504,0,1,0
0,3,1,-0.3668530379247264,-0.43522201341486766,1.7819139452050277,-0.05465357934570167,0,0,1
0,2,1,-0.030380639963156163,0.39366235165641883,-0.4528707057245966,0.7394328985007084,0,0,0
0,3,1,-0.5650643904049877,-0.43522201341486766,0.6645216197402156,0.13861936916238907,0,0,1
0,2,1,1.422120791969463,0.39366235165641883,0.6645216197402156,-0.17774795809274535,0,0,1
0,2,0,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,0.4235181520975716,0,0,1
0,3,0,-0.7237212103657663,-0.43522201341486766,-0.4528707057245966,0.03884865964546903,0,0,1
1,3,1,-1.5816891193099718,2.880315446870278,-0.4528707057245966,1.0741081583462655,0,0,0
0,2,1,-2.4642138928537713,1.2225467167277053,-0.4528707057245966,1.6647678702303073,0,0,0
0,3,0,0.3807809702634844,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,1
1,1,1,-0.6926911758014652,-0.43522201341486766,-0.4528707057245966,2.722429044693127,0,0,1
1,3,0,-2.2278985346895963,-0.43522201341486766,-0.4528707057245966,-0.3790485655203468,0,0,1
0,3,1,0.6398062830730202,0.39366235165641883,-0.4528707057245966,-0.8771021255314302,0,0,0
0,2,1,-0.7833677184525761,2.0514310817989916,-0.4528707057245966,0.5202292604437879,1,1,0
0,3,1,-1.6501061479632055,0.39366235165641883,-0.4528707057245966,-1.1984126245089877,0,0,0
1,3,0,-0.030380639963156163,0.39366235165641883,-0.4528707057245966,0.007992061364079138,0,0,1
0,1,1,-0.09621600491870237,-0.43522201341486766,-0.4528707057245966,0.3967730518493617,1,0,1
0,3,0,2.351818571834977,-0.43522201341486766,-0.4528707057245966,-0.654016298762575,0,0,1
0,2,1,2.200847215866924,2.880315446870278,-0.4528707057245966,0.5568473317417882,0,0,0
0,3,0,-0.6805306930088354,-0.43522201341486766,0.6645216197402156,-0.22980568525581416,0,0,1
1,3,0,-0.877916578864733,0.39366235165641883,1.7819139452050277,0.48444143326142314,1,0,1
0,3,0,0.578834355971085,0.39366235165641883,-0.4528707057245966,-0.9976230306599582,1,0,1
0,3,0,0.35170568042864175,6.195852907155425,1.7819139452050277,0.3634783395667125,0,0,1
0,2,1,0.9832287159035832,-0.43522201341486766,0.6645216197402156,0.4899326140199407,0,0,1
1,3,0,-0.3358265007569294,-0.43522201341486766,-0.4528707057245966,-0.5850604514314492,0,0,1
1,3,0,-1.2530184508123818,-0.43522201341486766,-0.4528707057245966,-0.7393067001992922,1,0,1
1,3,1,-0.36684595545626286,0.39366235165641883,-0.4528707057245966,-0.3969583415860289,0,1,0
1,3,0,1.1838634890308792,-0.43522201341486766,-0.4528707057245966,-0.016664835440061237,0,1,0
1,1,1,-1.1512708699976306,-0.43522201341486766,-0.4528707057245966,1.1673223519411098,0,0,0
0,3,1,1.9715581560741662,1.2225467167277053,0.6645216197402156,-0.03965612147882944,0,0,1
0,2,1,-0.42757149487591006,-0.43522201341486766,0.6645216197402156,-0.6041327901198011,0,0,0
0,3,1,-0.08785405154918423,-0.43522201341486766,-0.4528707057245966,0.4060744350184339,0,0,1
0,1,1,-0.030380639963156163,-0.43522201341486766,0.6645216197402156,-1.1984126245089877,1,0,1
0,3,1,0.9434615170840787,2.880315446870278,-0.4528707057245966,-0.408039986063097,0,0,1
1,3,0,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,0.27160011944193563,0,0,1
0,2,1,0.03233013193122659,-0.43522201341486766,1.7819139452050277,0.6198865066589566,0,0,1
0,3,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,0.6869361178629184,1,0,0
1,3,0,-2.1841584368338176,-0.43522201341486766,-0.4528707057245966,0.6801096890682546,0,0,1
0,3,1,-0.778405503919912,-0.43522201341486766,-0.4528707057245966,-0.029470316263280522,1,0,1
1,3,0,1.0215650160223249,0.39366235165641883,-0.4528707057245966,-0.9260382781029511,0,0,1
1,2,0,-1.7648693748775164,0.39366235165641883,-0.4528707057245966,-0.2914764133205004,0,0,1
0,3,1,-1.9040070277335286,0.39366235165641883,-0.4528707057245966,0.5048042163658206,0,0,1
0,3,0,0.5756456851483578,0.39366235165641883,0.6645216197402156,-0.6217886130190656,1,0,1
1,3,0,-0.10726973998484877,0.39366235165641883,0.6645216197402156,-0.5606683346321999,0,0,0
0,2,1,-2.2556856298375374,-0.43522201341486766,-0.4528707057245966,1.777250516310173,0,1,0
1,2,1,1.5254830592471365,-0.43522201341486766,1.7819139452050277,0.08698477385868063,1,0,1
0,3,1,-1.0579786220131868,-0.43522201341486766,-0.4528707057245966,-0.7524183614124312,0,0,1
1,3,0,-1.1608921953792077,-0.43522201341486766,-0.4528707057245966,0.2813504517813728,0,0,1
0,3,1,0.2140230001185614,-0.43522201341486766,-0.4528707057245966,-0.3286224709466653,0,0,0
0,3,0,-0.030380639963156163,-0.43522201341486766,0.6645216197402156,-1.1984126245089877,0,0,1
0,3,1,-1.4405067756532335,0.39366235165641883,1.7819139452050277,0.4749145350532912,0,0,0
1,1,1,0.02510631319764259,0.39366235165641883,-0.4528707057245966,0.5249130201406801,0,0,0
0,3,1,0.8839688852744386,-0.43522201341486766,-0.4528707057245966,-0.3374154522972548,1,1,0
0,3,1,0.18120468635298517,0.39366235165641883,-0.4528707057245966,-0.11896828536337695,0,0,1
1,1,1,-0.558020022813595,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,1
0,1,1,-1.1844749733565534,-0.43522201341486766,-0.4528707057245966,2.6644304220774226,0,1,0
0,3,0,0.05838218487282582,-0.43522201341486766,-0.4528707057245966,0.5363842204611824,0,0,1
1,3,0,0.5350163984252188,0.39366235165641883,-0.4528707057245966,0.38678876690890734,0,0,1
1,3,0,1.1707378931962797,-0.43522201341486766,-0.4528707057245966,-0.84521866594752,1,0,0
1,1,0,-1.432221668487447,-0.43522201341486766,0.6645216197402156,2.732547191143324,0,0,1
0,3,1,0.7833805853678194,-0.43522201341486766,-0.4528707057245966,-0.20781304728099562,1,1,0
0,2,0,-0.030380639963156163,-0.43522201341486766,0.6645216197402156,0.4062998853266225,0,0,1
0,3,0,-1.0490167885359472,-0.43522201341486766,-0.4528707057245966,-0.3798923740283815,0,0,1
0,3,1,-0.3075652952217438,-0.43522201341486766,-0.4528707057245966,0.4210038640363146,0,0,1
1,3,0,1.8113105817226323,-0.43522201341486766,-0.4528707057245966,-0.875418925319479,1,0,1
0,3,1,-0.9374280207295943,-0.43522201341486766,-0.4528707057245966,-0.34406490739755424,1,0,1
0,3,1,-1.1458478460487376,-0.43522201341486766,-0.4528707057245966,0.4418568141246104,0,0,1
0,2,1,-1.3555037819271563,-0.43522201341486766,0.6645216197402156,-0.22637691777189248,0,0,1
1,2,1,-0.030380639963156163,0.39366235165641883,0.6645216197402156,-1.1323877913720954,0,0,1
1,2,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,0.4463556084979894,0,0,1
0,3,0,-0.030380639963156163,1.2225467167277053,-0.4528707057245966,-1.1984126245089877,0,0,1
0,2,1,-0.030380639963156163,0.39366235165641883,0.6645216197402156,-0.0066785332784025245,0,0,0
0,3,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,0.5760182646699002,0,0,1
1,3,0,-2.1850356974840137,-0.43522201341486766,-0.4528707057245966,0.14959129426915022,0,0,1
1,3,0,1.1424117316985885,0.39366235165641883,-0.4528707057245966,-1.1984126245089877,0,0,1
1,3,0,-0.3042783449952455,-0.43522201341486766,-0.4528707057245966,-0.5212838617450264,0,0,1
0,3,1,-0.030380639963156163,0.39366235165641883,0.6645216197402156,-0.6476818634157984,0,0,0
0,2,1,-0.6387201006996762,-0.43522201341486766,-0.4528707057245966,-0.2430229772128189,1,0,1
0,3,1,0.09527956971841779,-0.43522201341486766,-0.4528707057245966,-0.745938081347218,0,0,1
0,3,1,1.1915408527165319,3.709199811941565,-0.4528707057245966,-0.7220896554435127,0,0,0
0,3,1,-0.9675970330763922,-0.43522201341486766,-0.4528707057245966,-0.6819047403029018,0,0,0
0,3,1,2.4892611462719523,-0.43522201341486766,1.7819139452050277,0.4397682527038198,0,0,1
0,2,0,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,1.124845659766621,0,0,1
0,1,1,-0.6672356497388506,0.39366235165641883,0.6645216197402156,-1.1984126245089877,0,0,1
1,3,0,1.6836425393940029,-0.43522201341486766,-0.4528707057245966,0.2596894668049762,0,0,1
0,2,1,0.033506420024331476,-0.43522201341486766,-0.4528707057245966,1.3879264590359137,0,0,1
0,3,1,1.1011486975161038,-0.43522201341486766,-0.4528707057245966,0.8531995153858163,0,0,1
0,3,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,0.09364728036028086,0,0,1
0,3,0,-1.210000995820054,-0.43522201341486766,2.89930627066984,-1.0620015636145888,0,0,1
0,2,1,-0.9341440366914753,-0.43522201341486766,-0.4528707057245966,0.7225967779694816,0,1,0
0,2,0,1.342157878918825,-0.43522201341486766,-0.4528707057245966,-0.57517989765475,0,0,0
0,3,1,-0.5141503029412234,1.2225467167277053,-0.4528707057245966,-0.5387127789991875,0,1,0
0,2,1,-0.6078312366999751,0.39366235165641883,-0.4528707057245966,0.5088746209489546,1,0,1
1,1,0,-0.030380639963156163,3.709199811941565,-0.4528707057245966,0.2251289562217056,0,1,0
1,3,0,0.5173872581366792,-0.43522201341486766,0.6645216197402156,-1.1271917262425992,0,0,1
1,3,0,-0.030380639963156163,2.880315446870278,-0.4528707057245966,0.05365062162103738,0,0,1
1,3,0,-1.5108439827943492,-0.43522201341486766,-0.4528707057245966,1.0801483440452506,0,0,0
1,3,0,-0.02584715085675052,-0.43522201341486766,-0.4528707057245966,0.6231047253316802,0,0,1
1,3,0,-0.1671182249834986,-0.43522201341486766,-0.4528707057245966,0.42970116623794835,0,0,1
0,3,0,0.5565238013753977,0.39366235165641883,-0.4528707057245966,0.17959321625038308,1,0,1
0,3,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,0.3706891418974978,0,0,1
1,3,0,-0.3133431668359266,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,0
0,3,1,1.2819953071245898,-0.43522201341486766,-0.4528707057245966,-0.14139299198466426,0,0,1
0,3,0,1.556286998266797,-0.43522201341486766,0.6645216197402156,-0.3467975179592973,0,0,1
0,2,1,0.729624173448647,0.39366235165641883,0.6645216197402156,-0.22210785101278016,0,0,1
1,2,0,0.3843563838247353,0.39366235165641883,-0.4528707057245966,0.6278166889081165,0,1,0
0,3,1,0.20561033192012004,-0.43522201341486766,-0.4528707057245966,-0.8866010154355746,1,0,1
0,3,1,-0.539165607793512,-0.43522201341486766,-0.4528707057245966,-0.6785306699988823,1,0,1
0,3,0,0.40161390276670855,-0.43522201341486766,-0.4528707057245966,-0.7664433997444847,0,0,1
0,3,1,-0.46059406533666136,0.39366235165641883,-0.4528707057245966,0.3452940955321464,0,0,1
0,3,0,0.1703495374575751,-0.43522201341486766,-0.4528707057245966,-0.29609363620399215,0,0,1
0,3,0,1.7334000931729883,-0.43522201341486766,-0.4528707057245966,-0.6250450126252196,0,0,1
0,3,1,-1.4278851750848764,-0.43522201341486766,-0.4528707057245966,-0.5610266323103578,1,0,1
0,3,1,-0.030380639963156163,-0.43522201341486766,6.251483247064277,-0.2846643426845692,0,0,1
0,3,1,1.7327438419307564,-0.43522201341486766,-0.4528707057245966,0.9006611169627832,0,0,1
0,3,1,-0.2193866480819038,0.39366235165641883,1.7819139452050277,-1.1932004648254213,0,0,1
1,3,0,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,0.2072730037354759,0,0,0
1,2,1,-0.8855471768347801,-0.43522201341486766,-0.4528707057245966,0.5857251392555967,0,0,1
0,2,1,1.7053759969788673,0.39366235165641883,-0.4528707057245966,-0.5870502775993104,0,0,0
0,3,1,-1.4180369056138717,-0.43522201341486766,-0.4528707057245966,0.10749118410060611,0,0,1
1,1,0,-0.7453830055201277,-0.43522201341486766,-0.4528707057245966,1.7678114647355392,1,0,1
1,3,1,-0.030380639963156163,-0.43522201341486766,1.7819139452050277,-1.1984126245089877,0,0,1
1,3,0,-0.030380639963156163,1.2225467167277053,0.6645216197402156,-0.11966729436169889,0,0,1
0,2,1,-0.3837847538808439,-0.43522201341486766,-0.4528707057245966,0.13853539277744997,1,0,1
1,3,0,-0.030380639963156163,1.2225467167277053,-0.4528707057245966,-1.0424560936094514,1,0,1
1,1,1,-0.5916580829837718,0.39366235165641883,-0.4528707057245966,-1.01542734097451,0,0,1
0,3,0,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,1
0,2,1,-0.030380639963156163,-0.43522201341486766,1.7819139452050277,0.4493200036685395,1,0,1
1,1,0,1.596783381612066,-0.43522201341486766,-0.4528707057245966,3.43135428739167,1,0,1
1,3,0,2.0104971340314117,-0.43522201341486766,-0.4528707057245966,0.07663612095327121,0,0,1
0,3,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,-0.5030714731807279,0,0,1
1,3,0,0.49036156431087374,-0.43522201341486766,-0.4528707057245966,-0.8315548103569289,0,0,0
0,3,1,0.3824017352504357,-0.43522201341486766,-0.4528707057245966,-0.1770000716176137,0,0,1
0,3,1,-1.662515152331965,-0.43522201341486766,-0.4528707057245966,-0.00894960499899347,0,0,0
0,3,1,1.5566859938394721,-0.43522201341486766,5.134090921599465,-0.9671659946061073,1,0,1
1,3,0,-0.6907607799111334,1.2225467167277053,-0.4528707057245966,-0.7201484133910594,0,0,1
1,3,0,0.21482613939808676,-0.43522201341486766,-0.4528707057245966,-0.707451533665547,0,0,0
1,3,0,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,-0.490022626359825,0,0,1
0,2,0,-0.41095177105256814,-0.43522201341486766,-0.4528707057245966,1.3532943386942518,0,0,1
1,3,1,0.7392280093360925,-0.43522201341486766,-0.4528707057245966,-0.5469262127158065,0,0,1
1,2,0,-0.7047522411758671,-0.43522201341486766,0.6645216197402156,-0.8126275230781432,0,0,1
0,2,1,1.1263444481423768,0.39366235165641883,-0.4528707057245966,0.6461314883217585,0,0,0
1,1,1,0.11311060445264583,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,1
0,3,0,-1.4194366725040595,-0.43522201341486766,0.6645216197402156,0.016590875586557485,0,0,1
1,3,0,-0.9806561151241733,-0.43522201341486766,0.6645216197402156,0.46977029839118645,0,0,1
0,2,1,0.6402248738859919,-0.43522201341486766,-0.4528707057245966,1.4472051390641378,0,0,1
1,1,0,0.4181351871539471,-0.43522201341486766,-0.4528707057245966,3.830761725996499,0,0,1
0,2,1,0.6065998586032179,-0.43522201341486766,4.016698596134652,1.231340721904565,0,0,1
1,3,1,0.8045550334562587,-0.43522201341486766,-0.4528707057245966,-0.10102420065609606,0,0,1
1,3,1,1.4506185534564178,-0.43522201341486766,4.016698596134652,0.5112227294608334,0,0,1
1,3,0,0.4986432061380768,-0.43522201341486766,-0.4528707057245966,0.5913463827215143,0,0,1
1,2,0,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,-0.76704112311669,0,0,1
0,3,1,0.8560414758496584,0.39366235165641883,-0.4528707057245966,0.29428199565516694,0,0,1
0,3,1,2.525420803413383,-0.43522201341486766,5.134090921599465,-0.4207341016712396,0,0,1
1,3,0,-0.030380639963156163,-0.43522201341486766,0.6645216197402156,-0.18628848725508035,0,0,1
1,3,0,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,-0.19441717503902742,0,0,1
1,2,1,1.447055966170409,0.39366235165641883,-0.4528707057245966,0.2525521425283143,1,0,1
1,2,0,-0.2225322868313275,-0.43522201341486766,-0.4528707057245966,1.4960729641107398,0,0,1
0,3,1,-0.030380639963156163,-0.43522201341486766,-0.4528707057245966,-1.1984126245089877,0,0,0
1,1,0,-0.030380639963156163,0.39366235165641883,-0.4528707057245966,-1.1984126245089877,0,0,1
0,1,1,0.39276785278388193,-0.43522201341486766,-0.4528707057245966,0.3878072079581094,0,0,1
0,3,1,0.9062029289333315,1.2225467167277053,-0.4528707057245966,-0.3715316828479846,0,0,1
1,3,0,-0.6511370199310472,1.2225467167277053,-0.4528707057245966,-0.9367353617333385,0,0,1
0,3,1,0.6391339269434677,-0.43522201341486766,-0.4528707057245966,0.33616083903626126,0,0,1
1,1,0,-0.41182461388211505,-0.43522201341486766,-0.4528707057245966,3.742844992559995,0,0,1
